	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YER020W	gene-YER020W	1789.00572936669	-2.5858459387064	0.438227107417129	-5.90069827936282	3.61966321336475e-09	2.14204727147064e-08
gene-YGR111W	gene-YGR111W	730.435060658372	-2.51496356333227	0.426673178952362	-5.89435588500645	3.76145711640995e-09	2.22378227175439e-08
gene-YKL044W	gene-YKL044W	101.769833738706	3.02050943283144	0.512723535454267	5.89110743698414	3.83616035521653e-09	2.26573220979977e-08
gene-YJR019C	gene-YJR019C	833.65238340216	-2.71709787736085	0.46141113402498	-5.88866994530252	3.8931607354663e-09	2.2971547442049e-08
gene-YML111W	gene-YML111W	187.070366406721	2.72984692717465	0.463699041545607	5.88710927259088	3.93008883740109e-09	2.31668394625749e-08
gene-YOR020C	gene-YOR020C	3041.2069259014	-2.59377439861348	0.440621589928213	-5.88662575303235	3.94159872828449e-09	2.3212063396947e-08
gene-YDR251W	gene-YDR251W	438.781070936794	-2.53631239737494	0.431053268006391	-5.8839883272555	4.00496096901332e-09	2.35622606425998e-08
gene-YHR037W	gene-YHR037W	726.87698337633	-2.70518867553323	0.459791802351682	-5.88350784354373	4.01661051364476e-09	2.36078332230549e-08
gene-YOR206W	gene-YOR206W	1510.34216772978	2.55462490345359	0.4342743345518	5.88251411654371	4.04080861112675e-09	2.37039868866097e-08
gene-YDR119W-A	gene-YDR119W-A	1768.83583273568	-3.57243055075811	0.607292894707773	-5.88254956033554	4.03994308965411e-09	2.37039868866097e-08
gene-YOR210W	gene-YOR210W	690.23566445998	2.36760921516862	0.402679048266832	5.87964341665906	4.11151232842005e-09	2.40953745758571e-08
gene-YPR163C	gene-YPR163C	2256.42409223287	2.41506431120233	0.411107056670281	5.87453869258022	4.24022436948099e-09	2.48021597006561e-08
gene-YMR152W	gene-YMR152W	1016.58578105523	-2.71298442732901	0.461821128178375	-5.87453509983445	4.24031632448387e-09	2.48021597006561e-08
gene-YNL210W	gene-YNL210W	78.4861703664511	3.20565281570508	0.546083780106482	5.87025825062962	4.35116824045884e-09	2.54259570225073e-08
gene-YPL038W	gene-YPL038W	147.499938847003	2.84759156919353	0.485229569291579	5.86854501334477	4.39636048748714e-09	2.56652396026276e-08
gene-YNL029C	gene-YNL029C	178.564822826294	2.69364972737419	0.459074678177374	5.86756328636675	4.42246228124651e-09	2.57927211928437e-08
gene-YBR141C	gene-YBR141C	214.119666707153	2.75702546225239	0.47008062342714	5.8650055434155	4.49117692860114e-09	2.61682447631789e-08
gene-YPR148C	gene-YPR148C	1659.88314605197	-2.41485908886622	0.412023811763251	-5.86096973020046	4.60171864140328e-09	2.67865200608345e-08
gene-YDR256C	gene-YDR256C	5155.50650377876	-4.45217634453745	0.759947102464477	-5.85853453496859	4.66969514597648e-09	2.71560733104478e-08
gene-YOR019W	gene-YOR019W	513.287770311624	-4.08776892223779	0.698134644294245	-5.85527298444009	4.76227125670473e-09	2.76678353127283e-08
gene-YMR084W	gene-YMR084W	315.214247914217	-4.22668615994807	0.72251915124501	-5.84992958686956	4.91781155313774e-09	2.85440731990183e-08
gene-YHR070W	gene-YHR070W	307.246157066589	2.73710769461118	0.468504376188478	5.84222439260642	5.15083594856194e-09	2.98679346279028e-08
gene-YLR065C	gene-YLR065C	236.947729635307	2.74087883777314	0.469175393187126	5.84190662505603	5.1606731846068e-09	2.98963136211704e-08
gene-YML013W	gene-YML013W	286.906484108287	-2.75493545832495	0.471678422387588	-5.84070698926558	5.19797574119054e-09	3.00835954858568e-08
gene-YOR328W	gene-YOR328W	422.732675387389	-3.62550746658474	0.620756529742593	-5.84046609721225	5.20549782064191e-09	3.00983277430615e-08
gene-YLR096W	gene-YLR096W	343.317979976619	2.67956935797676	0.459012325945911	5.83768497382905	5.29311162205979e-09	3.05465067654748e-08
gene-YKL143W	gene-YKL143W	846.801352057417	2.36685126399814	0.405432687665283	5.83784025315731	5.28818226440861e-09	3.05465067654748e-08
gene-YBR191W	gene-YBR191W	5190.90860443944	2.92259259448639	0.500864052742324	5.83510151803599	5.37578259728314e-09	3.09940258802368e-08
gene-YLR020C	gene-YLR020C	307.152991607155	2.48057721657382	0.425206060987516	5.83382374844993	5.41713438563978e-09	3.12026940612851e-08
gene-YGL101W	gene-YGL101W	275.789010408892	2.71812754754134	0.466218193743975	5.83016189418384	5.53736268666823e-09	3.18345717955983e-08
gene-YGL234W	gene-YGL234W	1505.04445803655	2.71794179645241	0.466174179338282	5.83031389750164	5.53232077845471e-09	3.18345717955983e-08
gene-YNL195C	gene-YNL195C	1370.84570120632	-4.36592807207389	0.748932142264913	-5.82953758516826	5.55811777029022e-09	3.19235482191028e-08
gene-YHR133C	gene-YHR133C	210.93431031542	2.60981101897594	0.447750344414734	5.82871917694959	5.58544032500742e-09	3.2050040878221e-08
gene-YLR423C	gene-YLR423C	169.965253189904	-3.06423976043416	0.526913458328696	-5.81545168755709	6.04703768448628e-09	3.46658615315384e-08
gene-YFR016C	gene-YFR016C	464.029783672851	-2.58982852507024	0.445394468403195	-5.81468497881252	6.0748177069297e-09	3.47921377760519e-08
gene-YLR215C	gene-YLR215C	200.531761529644	2.61622285597622	0.450033944857282	5.81339004729054	6.12201886792261e-09	3.50293000124843e-08
gene-YLR350W	gene-YLR350W	1066.3358533814	-2.35713704183491	0.405500513843737	-5.81290765698821	6.13969337418122e-09	3.50972263960756e-08
gene-YMR037C	gene-YMR037C	555.054778287212	2.40010894721988	0.412990414202211	5.81153669596971	6.19019601884477e-09	3.53525075750455e-08
gene-YGL116W	gene-YGL116W	157.868860136282	-3.11560695562559	0.536191502302734	-5.81062352209102	6.2240589397507e-09	3.55123664788794e-08
gene-YDL189W	gene-YDL189W	228.980779893932	2.8996312586051	0.49913567387158	5.80930478503752	6.27327941132708e-09	3.57594664276213e-08
gene-YPL189W	gene-YPL189W	59.9569408099045	3.70946526934125	0.638647503769224	5.80831405031478	6.3105063974255e-09	3.59377991446605e-08
gene-YGR065C	gene-YGR065C	192.595526985188	2.6680345931819	0.459435597803727	5.80720041271529	6.35260800478173e-09	3.61435307741485e-08
gene-YPL086C	gene-YPL086C	685.75303057471	2.3413597457325	0.40333455282636	5.80500661132417	6.43634642388838e-09	3.65855480936813e-08
gene-YDL138W	gene-YDL138W	291.303327190144	2.49233680498474	0.429595806768912	5.80158550366255	6.56907844690952e-09	3.73049637999144e-08
gene-YNR020C	gene-YNR020C	105.803521021724	3.29998838403489	0.568952323621086	5.80011408167239	6.62698193028044e-09	3.75632490293684e-08
gene-YGR068C	gene-YGR068C	199.082403204987	2.99136245012898	0.515730135333102	5.80024754263566	6.62170956264778e-09	3.75632490293684e-08
gene-YFL016C	gene-YFL016C	1723.28795487421	-2.46499465870314	0.425176738110699	-5.79757648467906	6.72800990912873e-09	3.81001909460773e-08
gene-YNL308C	gene-YNL308C	1741.59587462428	2.30126602813594	0.39697912039819	5.79694475071549	6.75339273439257e-09	3.82081564617458e-08
gene-YOR337W	gene-YOR337W	295.137835381204	2.60145206805769	0.449199313127038	5.79130909606262	6.98399109600962e-09	3.947586742866e-08
gene-YDR018C	gene-YDR018C	190.539644277319	-3.36218343190593	0.580581921318687	-5.79105774473538	6.99445224456556e-09	3.94980832634291e-08
gene-YML016C	gene-YML016C	347.999365792732	2.43598972463847	0.420877057615881	5.78788907724618	7.12764509071222e-09	4.02126842431227e-08
gene-YCL047C	gene-YCL047C	95.8475346233794	3.09614382911098	0.535966162077162	5.77675242987679	7.61562131294526e-09	4.29257014917921e-08
gene-YJL102W	gene-YJL102W	142.978420561528	-3.16543181935583	0.548104246870344	-5.77523680473257	7.68449324084747e-09	4.32735708758338e-08
gene-YNL327W	gene-YNL327W	221.90936182279	-2.70469279217571	0.468953271185731	-5.76751023686645	8.04511997806778e-09	4.52622191882362e-08
gene-YKL163W	gene-YKL163W	841.393467374496	-2.81727356576661	0.488624315451478	-5.76572527538568	8.13074139323842e-09	4.57014163069758e-08
gene-YER102W	gene-YER102W	2290.6518236663	2.76692586860911	0.480102913617176	5.76319324488709	8.25371987097035e-09	4.63495801110758e-08
gene-YLR325C	gene-YLR325C	5040.17080782255	2.48629960434209	0.432248103579686	5.75201969367052	8.81835237374332e-09	4.94743925384041e-08
gene-YNL009W	gene-YNL009W	460.760814591933	-3.51196905136349	0.610654092543035	-5.75115944402844	8.86334738123061e-09	4.96807460256559e-08
gene-YDR410C	gene-YDR410C	60.9057829400049	3.5939487986198	0.624947784030576	5.75079853142414	8.88229115954407e-09	4.97408304934468e-08
gene-YGR173W	gene-YGR173W	492.587690155682	2.37848114291315	0.413688939152375	5.74944340495669	8.95377176404296e-09	5.00947378621016e-08
gene-YIR038C	gene-YIR038C	3371.98430854629	-3.61763171540227	0.629609407268334	-5.74583491548827	9.14685148429581e-09	5.11276874094465e-08
gene-YPL196W	gene-YPL196W	374.190389416409	-2.57177332351101	0.44772388454756	-5.74410571397117	9.24080463528718e-09	5.16051582956758e-08
gene-YLR370C	gene-YLR370C	678.092120006162	-2.37207230204753	0.41319053640721	-5.74086793631157	9.41925280082685e-09	5.25531742983402e-08
gene-YDR461C-A	gene-YDR461C-A	245.868299891269	-3.2756702068025	0.57076073820322	-5.73913023014592	9.51640217306683e-09	5.30462675969661e-08
gene-YER131W	gene-YER131W	3585.06536210152	3.44679211444053	0.600630293701667	5.73862515857809	9.54482126262871e-09	5.31556896835897e-08
gene-YBL039W-B	gene-YBL039W-B	78.5230532321971	-3.78738997281731	0.66009332652476	-5.73765832894729	9.59945258618279e-09	5.3410753671788e-08
gene-YNL204C	gene-YNL204C	69.5370546078941	3.27419993353527	0.570711522400482	5.73704893807574	9.63404264170965e-09	5.35047657456933e-08
gene-YFR031C-A	gene-YFR031C-A	4619.1995141623	2.9898781467013	0.521142989735078	5.73715507181859	9.62800961071807e-09	5.35047657456933e-08
gene-YPL247C	gene-YPL247C	453.923690299019	-2.5917787388395	0.451988656120467	-5.73416766935124	9.79923571605027e-09	5.4322435940121e-08
gene-YGR122W	gene-YGR122W	471.064538987952	-2.84470064201271	0.496084860042642	-5.73430247754022	9.79144567416718e-09	5.4322435940121e-08
gene-YPR172W	gene-YPR172W	343.872250992003	-2.69550552480313	0.470437424096414	-5.72978548630669	1.00557717764559e-08	5.56935052234479e-08
gene-YNL108C	gene-YNL108C	250.575732382136	2.60029196248009	0.453857407456112	5.72931480187759	1.00837110943373e-08	5.57971497699467e-08
gene-YLR292C	gene-YLR292C	398.985425159976	2.45415020943163	0.428439174898326	5.72811813955629	1.01550838672208e-08	5.61407195877071e-08
gene-YAL008W	gene-YAL008W	423.255663314591	-2.79310918980138	0.488041052958781	-5.72310294977845	1.04595838408438e-08	5.7771290474359e-08
gene-YLR054C	gene-YLR054C	106.747909836001	-3.20107052179454	0.559847091118444	-5.71775860333496	1.07938332222735e-08	5.95630504820348e-08
gene-YBL047C	gene-YBL047C	847.987520321678	-2.38500031155417	0.417325871889179	-5.71495915352094	1.09730378487037e-08	6.04967483217504e-08
gene-YMR223W	gene-YMR223W	135.510021122758	2.70447077656685	0.473411622660678	5.71272576994863	1.11180765997889e-08	6.1240553074247e-08
gene-YPL147W	gene-YPL147W	373.319613639605	-3.87500638329517	0.678548754292505	-5.71072654511831	1.12494878107974e-08	6.19080093536874e-08
gene-YHR040W	gene-YHR040W	472.147101368004	2.42971663289159	0.425878347924461	5.70518939207154	1.16213797109383e-08	6.38964586288679e-08
gene-YDL130W	gene-YDL130W	3768.41573440406	2.78580816146573	0.488681822357906	5.700658453028	1.19345540496414e-08	6.55587492209186e-08
gene-YJR145C	gene-YJR145C	4336.36753481993	2.78976362984181	0.489720570915243	5.69664375059434	1.22188872134828e-08	6.70597367215463e-08
gene-YOL140W	gene-YOL140W	492.312881434791	2.72478533065983	0.478333625208522	5.69641184951613	1.22355106856251e-08	6.70900894167365e-08
gene-YDR123C	gene-YDR123C	345.082116919633	-2.48951761130284	0.437046316185667	-5.69623291423702	1.22483524034895e-08	6.70996696886815e-08
gene-YNL138W	gene-YNL138W	634.141581742447	-2.62047896858102	0.460079991844953	-5.69570295389877	1.22864631533376e-08	6.72475376935616e-08
gene-YOL020W	gene-YOL020W	418.815704216408	2.39112006202617	0.419931276924967	5.69407470559383	1.24042767094887e-08	6.78309814999887e-08
gene-YBR138C	gene-YBR138C	102.164093652532	-3.23619558169685	0.568955494146281	-5.68795910223658	1.28566601452027e-08	7.02412651835465e-08
gene-YOR042W	gene-YOR042W	1240.82546540835	-2.30215467317068	0.404802581272131	-5.68710472629878	1.2921122527017e-08	7.05297374037897e-08
gene-YBR271W	gene-YBR271W	269.684102228092	2.57219313749414	0.452502294724255	5.68437589705834	1.31291219750441e-08	7.16004776420803e-08
gene-YDR447C	gene-YDR447C	3390.25552904511	2.99758406506154	0.527718288676156	5.68027322415021	1.34479745702704e-08	7.32732884693652e-08
gene-YPR143W	gene-YPR143W	1034.4390182947	2.34606299727367	0.41309428781624	5.67924337486189	1.35291864196478e-08	7.36494324626729e-08
gene-YKL096W-A	gene-YKL096W-A	6626.79664216586	-2.2973034258927	0.405258649203304	-5.6687338577695	1.43856620499663e-08	7.82414425163635e-08
gene-YPL265W	gene-YPL265W	1464.97471066466	-2.84951427396664	0.5027301580857	-5.66807904426709	1.44407347637284e-08	7.84704077727127e-08
gene-YHL013C	gene-YHL013C	278.981841801169	2.62999417895347	0.464126692667891	5.6665436840871	1.45706696551796e-08	7.91053950399695e-08
gene-YDR020C	gene-YDR020C	135.968770612284	2.72304646708685	0.480676006595532	5.66503513743755	1.46994411291051e-08	7.97329326895315e-08
gene-YCR023C	gene-YCR023C	859.529266934097	-2.35260349549297	0.416184909308634	-5.65278423814335	1.57869429079895e-08	8.55550454368463e-08
gene-YPL090C	gene-YPL090C	2201.00080585791	2.62955825620485	0.465426026164459	5.64978773936396	1.60646075130787e-08	8.69818677162938e-08
gene-YLR219W	gene-YLR219W	555.959265943399	-2.6149669828999	0.462935577121681	-5.64866282077208	1.61700656061646e-08	8.74745588426507e-08
gene-YPL087W	gene-YPL087W	800.600719567497	-2.39080297854808	0.42351725472361	-5.64511351517032	1.6507229682544e-08	8.92186998391653e-08
gene-YDL051W	gene-YDL051W	1563.3351473499	2.20784847332531	0.391165926649302	5.64427605501731	1.65877737279617e-08	8.95739781309929e-08
gene-YLL009C	gene-YLL009C	214.443246926772	-2.65078856066452	0.469757539759608	-5.64288667302928	1.67222423253104e-08	9.0219555382228e-08
gene-YPL249C-A	gene-YPL249C-A	4993.00799219915	2.48863908481444	0.441105290230041	5.64182552314571	1.68256560697558e-08	9.06965845899136e-08
gene-YEL073C	gene-YEL073C	199.571782471471	-2.90352664266294	0.514680193665652	-5.64141903729277	1.68654342118372e-08	9.0830049967223e-08
gene-YDL074C	gene-YDL074C	805.533335909627	2.2931723138992	0.406599873273695	5.63987463998936	1.70174011381567e-08	9.1566941355491e-08
gene-YFL001W	gene-YFL001W	300.89109250207	2.6949642077617	0.477856705996022	5.63969109137947	1.70355502821912e-08	9.15831183170597e-08
gene-YKL016C	gene-YKL016C	1811.11292127465	-2.50047141120895	0.443990062602605	-5.63181841627616	1.78319378942921e-08	9.57793609100164e-08
gene-YAL016W	gene-YAL016W	1440.59031008372	-2.28732851905708	0.406391466164071	-5.6283871820616	1.81902415418943e-08	9.76171968459422e-08
gene-YFL034C-B	gene-YFL034C-B	138.579660057366	2.82418827299355	0.501798056533369	5.62813712851785	1.82166247278292e-08	9.76721155619777e-08
gene-YKL027W	gene-YKL027W	450.807384786032	2.49817332744599	0.443918056855213	5.62755510587574	1.82781780009696e-08	9.79153414967797e-08
gene-YHR171W	gene-YHR171W	125.032564632482	-3.01048546389336	0.535073897120911	-5.62629849837932	1.84117632054492e-08	9.85436671385461e-08
gene-YNL014W	gene-YNL014W	964.498530008489	-4.27287342971964	0.759837700094521	-5.62340277297126	1.87232162243128e-08	1.00122026281736e-07
gene-YPR070W	gene-YPR070W	251.512193327452	2.54017639003176	0.451785240302025	5.62253071466791	1.88180095457469e-08	1.00540036866323e-07
gene-YHL007C	gene-YHL007C	623.376002132521	2.39137142966811	0.425350149221407	5.62212434636605	1.88623410633124e-08	1.00687942410338e-07
gene-YOL094C	gene-YOL094C	163.162473215743	2.8171096158886	0.501586353494322	5.6164000401189	1.94976959976281e-08	1.0398771198735e-07
gene-YOR006C	gene-YOR006C	552.021163638234	2.30452670362813	0.410333146006612	5.61623336076047	1.9516504039891e-08	1.03996314038115e-07
gene-YPR167C	gene-YPR167C	57.506923045492	3.40854896441409	0.607630958095855	5.60957093939967	2.02828844111578e-08	1.07984933907291e-07
gene-YPR192W	gene-YPR192W	120.746393112581	-4.09260053038969	0.729770294436283	-5.60806675962475	2.04599111276841e-08	1.08831611697655e-07
gene-YOR378W	gene-YOR378W	169.93755263052	2.55933891601814	0.456527658127093	5.60609827347119	2.06938493381363e-08	1.09979262563311e-07
gene-YOR241W	gene-YOR241W	230.541758879773	2.44840026509162	0.437176434467214	5.60048546092262	2.13752336280949e-08	1.13500801565161e-07
gene-YNL241C	gene-YNL241C	1034.71928381902	-2.51612708121915	0.450099650960289	-5.59015559299143	2.2686623505273e-08	1.20358507859554e-07
gene-YMR195W	gene-YMR195W	728.784495004558	-2.93471198503363	0.52502226755419	-5.58969050723306	2.27474680059347e-08	1.20575535933298e-07
gene-YJL001W	gene-YJL001W	697.591796678282	-2.62491704220012	0.469740402733723	-5.58801633183782	2.29678048501642e-08	1.21636850905248e-07
gene-YGR155W	gene-YGR155W	3419.20076597787	2.26841395595975	0.40608570171317	5.58604734515375	2.32295931129751e-08	1.22915642298577e-07
gene-YLR018C	gene-YLR018C	587.047238326369	2.50976702684944	0.449437242237382	5.58424356280614	2.34719568082566e-08	1.24089505923371e-07
gene-YGL096W	gene-YGL096W	359.942949323445	-3.31033066056956	0.592836483965489	-5.58388484869677	2.35204468551724e-08	1.24237259895269e-07
gene-YJL198W	gene-YJL198W	443.442385771304	2.33785106972857	0.418801669114207	5.58223914119846	2.37441584392619e-08	1.2530948537579e-07
gene-YIL157C	gene-YIL157C	439.818635995517	-2.68524096720322	0.481048922293087	-5.58205380526182	2.37694813532295e-08	1.25333760439697e-07
gene-YFR003C	gene-YFR003C	161.437397771207	-3.06395214227504	0.549030426932974	-5.58065999983111	2.39607620975648e-08	1.26232307635951e-07
gene-YNL067W	gene-YNL067W	4174.50239845986	2.46423234495254	0.441927774202575	5.57609747293901	2.45974136913076e-08	1.29473592693671e-07
gene-YPR020W	gene-YPR020W	739.054005890669	-2.35282941459381	0.422014540495124	-5.5752330520019	2.47198705052306e-08	1.2994779233931e-07
gene-YNL257C	gene-YNL257C	195.614458691342	-2.85742718492709	0.51252843101913	-5.57515839510655	2.47304743688072e-08	1.2994779233931e-07
gene-YKL171W	gene-YKL171W	488.996033199824	-2.85359272211803	0.512082218697533	-5.57252842986048	2.51068503478106e-08	1.31810964326006e-07
gene-YLR312C	gene-YLR312C	477.520086682531	-3.69330601029294	0.662845991178291	-5.57189159992901	2.51988201351305e-08	1.32179066936053e-07
gene-snR11	gene-snR11	257.690671281713	-2.80906681628387	0.504477188436807	-5.56827321565947	2.57276196870654e-08	1.34835913229958e-07
gene-YGR162W	gene-YGR162W	1560.29033540235	2.72166607330302	0.489025058037362	5.56549409600005	2.61410634592509e-08	1.36884114113895e-07
gene-YER034W	gene-YER034W	109.167807530196	2.8945120864175	0.5201402096958	5.56486891892156	2.62349542234094e-08	1.37256923134239e-07
gene-YDR099W	gene-YDR099W	1742.44295253082	-2.43755636010577	0.438752935945461	-5.55564683539524	2.76585592078196e-08	1.44579918832232e-07
gene-YML077W	gene-YML077W	116.602312235317	2.97690324478517	0.535905220453798	5.55490622439611	2.77760836988278e-08	1.45068872375225e-07
gene-YPL207W	gene-YPL207W	600.412717466092	2.31287393663637	0.416656986205287	5.55102641551967	2.83997164252441e-08	1.48198002536563e-07
gene-YMR142C	gene-YMR142C	6704.38814695844	2.53703399077619	0.457297520382623	5.54788486203345	2.89146177151976e-08	1.50754834432341e-07
gene-YKL211C	gene-YKL211C	260.955035507228	2.49045444615899	0.449232240350994	5.54380167419228	2.95974057009484e-08	1.54181834349126e-07
gene-YKL195W	gene-YKL195W	750.069717634255	-2.55647084477241	0.461173140476999	-5.54340793162458	2.96640680029809e-08	1.54396112979371e-07
gene-YOR338W	gene-YOR338W	2207.55472161429	2.5434491369031	0.458927011613674	5.54216481605616	2.98754901409458e-08	1.55362824051969e-07
gene-YMR040W	gene-YMR040W	193.132360907202	-3.03940247965853	0.548983349946547	-5.53642014817838	3.08716490561941e-08	1.60405269322905e-07
gene-YLR441C	gene-YLR441C	8307.45131269292	2.36020562889231	0.426786979145512	5.53017253154672	3.19915981508472e-08	1.66081704391694e-07
gene-YMR033W	gene-YMR033W	309.088759884802	2.46512509397251	0.44609600958451	5.52599673838936	3.27620216890584e-08	1.69935426394018e-07
gene-YHR141C	gene-YHR141C	2632.37619411303	2.57857236333912	0.466926736322956	5.52243459786722	3.34334265673393e-08	1.73091412761435e-07
gene-YIL042C	gene-YIL042C	347.226736976795	-2.62119367588761	0.474642538107339	-5.52245840910035	3.34288945418681e-08	1.73091412761435e-07
gene-YMR136W	gene-YMR136W	637.270257602292	-3.00025663327331	0.543296968199422	-5.52231433062596	3.34563263092126e-08	1.73091412761435e-07
gene-YKL181W	gene-YKL181W	1835.82827696119	2.1595865072302	0.391127702089403	5.52143582695292	3.36240617614885e-08	1.73810534644002e-07
gene-YJL103C	gene-YJL103C	308.248705687676	-2.82072795463758	0.510911916300434	-5.52096724433982	3.3713862993787e-08	1.74125912370985e-07
gene-YNL152W	gene-YNL152W	121.466387057676	2.76882935121488	0.502097142473423	5.51452919563556	3.49714852578026e-08	1.80467186722858e-07
gene-YDL197C	gene-YDL197C	158.328815849435	-2.86895480356213	0.520704199032286	-5.50975930075847	3.59324709300189e-08	1.85268187710788e-07
gene-YLR136C	gene-YLR136C	304.499301453598	-3.04823015699201	0.553268573143935	-5.50949449319075	3.5986565208487e-08	1.85389051431797e-07
gene-YNL192W	gene-YNL192W	1505.28355435301	-2.68510740197102	0.487484964997173	-5.50808249437312	3.62763411153451e-08	1.86722817928176e-07
gene-YJL209W	gene-YJL209W	162.784058342137	2.71452846703702	0.493157800538816	5.50438108060173	3.7046742624268e-08	1.90526104924807e-07
gene-YPR036W-A	gene-YPR036W-A	6236.57689891474	-2.62383190662883	0.477067040519584	-5.49992282797646	3.79957509434425e-08	1.95240698135888e-07
gene-YCR047C	gene-YCR047C	817.800577984531	2.22892786392098	0.405420717782843	5.49781440896879	3.84527312236421e-08	1.97421153175371e-07
gene-YBR291C	gene-YBR291C	142.620419029438	2.58867620734263	0.471081401463823	5.49517811422539	3.90316266159485e-08	2.00223305999369e-07
gene-YMR085W	gene-YMR085W	540.568408209294	-3.78410017239324	0.688895054086618	-5.4929994778529	3.95163961404033e-08	2.0253827445522e-07
gene-YMR241W	gene-YMR241W	477.672391468661	2.28308193405605	0.415737483533584	5.49164322314857	3.98211202528734e-08	2.03754767588306e-07
gene-YOR260W	gene-YOR260W	683.817664897726	2.23880148620428	0.407671020619281	5.49168661241456	3.98113363398763e-08	2.03754767588306e-07
gene-YMR270C	gene-YMR270C	163.800839298011	2.53664772391541	0.462033846153245	5.49017727821191	4.01530520264191e-08	2.0527950858477e-07
gene-YJL208C	gene-YJL208C	143.924358022918	2.84184863699766	0.518584950318	5.48000599565225	4.25311423076301e-08	2.17253672868705e-07
gene-YOR161C	gene-YOR161C	811.536359738138	2.64098337637483	0.481983872777655	5.47940195831645	4.26765843712546e-08	2.17812643272023e-07
gene-YGR146C	gene-YGR146C	661.595563426747	-3.01479252229052	0.550266269309327	-5.47878852555249	4.28247821892242e-08	2.18384724013851e-07
gene-YGL070C	gene-YGL070C	245.929258803485	2.91438031052158	0.532406582724954	5.47397497530036	4.40051234083449e-08	2.24214815816066e-07
gene-YFR019W	gene-YFR019W	177.280234127193	-2.74769545170264	0.502543135048039	-5.46758130810001	4.56217954526121e-08	2.32256413213298e-07
gene-YGR158C	gene-YGR158C	403.346874270901	2.45760783635977	0.449955678561818	5.46188870027146	4.71095415753349e-08	2.3962868582643e-07
gene-YCR088W	gene-YCR088W	559.704796918895	-2.43745813459159	0.446473154204513	-5.45936102011427	4.77851219748145e-08	2.42860855213175e-07
gene-YDR085C	gene-YDR085C	273.498133296363	-2.80964404333395	0.514681659123903	-5.45899391114219	4.78840179752259e-08	2.43159144176462e-07
gene-YMR191W	gene-YMR191W	4306.10802916979	-2.94841036664867	0.540386497378127	-5.45611406086923	4.86667379340577e-08	2.4692653609495e-07
gene-YDL147W	gene-YDL147W	1724.23186920999	-2.15600264781172	0.395169443814399	-5.45589412734134	4.87270211836487e-08	2.47025166905874e-07
gene-YGL161C	gene-YGL161C	298.184013490402	-2.5028889044984	0.459004686818841	-5.45286132445579	4.95657224223756e-08	2.50955328716455e-07
gene-YGR161C	gene-YGR161C	1525.76398080519	-2.92242082130082	0.535954562733647	-5.45273988599883	4.95995951301655e-08	2.50955328716455e-07
gene-YPR026W	gene-YPR026W	829.537180020537	-3.47905521777065	0.638049378123628	-5.45264259641132	4.96267482051719e-08	2.50955328716455e-07
gene-YAL034C	gene-YAL034C	1110.23344408722	-2.72200714395972	0.499227603509518	-5.45243717459589	4.96841278233153e-08	2.5103559321254e-07
gene-YHL035C	gene-YHL035C	223.440732435293	-2.52952987436945	0.463956056043346	-5.45208935505979	4.97814294557602e-08	2.51317266567978e-07
gene-YGR287C	gene-YGR287C	501.720753779532	-2.73031749803989	0.500836070311192	-5.45151928922256	4.99413034979425e-08	2.51914098044667e-07
gene-YJL163C	gene-YJL163C	310.264855729422	-3.62214168407535	0.664502188917793	-5.45091008650305	5.01127034879509e-08	2.52568025579272e-07
gene-YHR190W	gene-YHR190W	974.282894070062	-2.29097230398848	0.420822328498554	-5.44403694585886	5.20864093956601e-08	2.62296922585306e-07
gene-YOR312C	gene-YOR312C	5552.45126816415	2.49289978090209	0.458018540310921	5.44279229222864	5.24517946387569e-08	2.63917183007655e-07
gene-YOR175C	gene-YOR175C	479.124893573272	-2.4903786164555	0.458170619820228	-5.43548300288798	5.46481947606442e-08	2.74740051464984e-07
gene-YOR295W	gene-YOR295W	139.423303471636	2.63454166394576	0.484887909182034	5.43330038562937	5.5321163136358e-08	2.7789235435938e-07
gene-YJL005W	gene-YJL005W	460.107647742597	-2.35003925062356	0.432844545349933	-5.42929159179692	5.65781791081818e-08	2.83970810992766e-07
gene-YKR026C	gene-YKR026C	348.580773623886	2.38310588266093	0.438954893485455	5.42904502952055	5.66563892718114e-08	2.84127564109382e-07
gene-YCL026C-B	gene-YCL026C-B	240.644706589457	3.32428669768188	0.612408579409808	5.42821705875768	5.69197910012364e-08	2.85212009921688e-07
gene-YFR028C	gene-YFR028C	327.769810653772	2.5246547999598	0.465767416960104	5.42041952276805	5.94593349995757e-08	2.97690445428339e-07
gene-YDR247W	gene-YDR247W	199.492257987977	-2.543535940745	0.469342263907732	-5.41936266205303	5.98118767310542e-08	2.99207800222842e-07
gene-YNL001W	gene-YNL001W	526.206591809958	2.246278639938	0.414708931653675	5.41651859529729	6.07706730819756e-08	3.03752918016354e-07
gene-YHR050W-A	gene-YHR050W-A	193.377395675008	-2.77986762598868	0.513271973640801	-5.41597392561724	6.09559844161218e-08	3.0442757534988e-07
gene-YBR239C	gene-YBR239C	157.518806708852	2.51512744746168	0.464728824106531	5.41203238748352	6.23134147860935e-08	3.10950109427635e-07
gene-YKL193C	gene-YKL193C	536.324847143533	-2.44329488064536	0.451597193156833	-5.41034115727297	6.29047972240864e-08	3.13642385499814e-07
gene-YNL238W	gene-YNL238W	287.153821731512	2.31764937282847	0.429051140744827	5.40180214602171	6.59746967314644e-08	3.28677896072403e-07
